50,811,0,1,17,13,,0,0,0
51,824,0,1,3,13,,0,0,0
52,825,0,1,16,13,,0,0,0
53,826,0,1,4,13,,0,0,0
54,827,0,1,15,13,,0,0,0
55,828,0,1,5,13,,0,0,0
56,829,0,1,14,13,,0,0,0
57,830,831,1,6,13,,0,0,0
58,832,833,1,13,13,,0,0,0
#
59,794,0,1,0,14,,0,0,0
60,795,0,1,19,14,,0,0,0
61,798,0,1,1,14,,0,0,0
62,799,0,1,18,14,,0,0,0
63,812,0,1,2,14,,0,0,0
64,813,0,1,17,14,,0,0,0
65,802,0,1,3,14,,0,0,0
66,803,0,1,16,14,,0,0,0
67,804,805,1,4,14,,0,0,0
68,806,807,1,15,14,,0,0,0
#
69,682,0,1,1,1,,0,0,0
70,683,0,1,18,1,,0,0,0
71,696,0,1,2,1,,0,0,0
72,697,0,1,17,1,,0,0,0
73,698,0,1,3,1,,0,0,0
74,699,0,1,16,1,,0,0,0
75,684,685,1,4,1,,0,0,0
76,686,687,1,5,1,,0,0,0
77,688,689,1,6,1,,0,0,0
78,690,691,1,7,1,,0,0,0
79,692,693,1,8,1,,0,0,0
80,694,695,1,9,1,,0,0,0
81,700,701,1,10,1,,0,0,0
82,702,703,1,11,1,,0,0,0
83,704,705,1,12,1,,0,0,0
84,706,707,1,13,1,,0,0,0
85,708,709,1,14,1,,0,0,0
86,710,711,1,15,1,,0,0,0
#
87,860,0,1,0,1,,0,0,0
88,861,0,1,19,1,,0,0,0
89,854,0,1,0,2,,0,0,0
90,855,0,1,18,2,,0,0,0
91,856,857,1,2,2,,0,0,0
92,858,859,1,17,2,,0,0,0
93,862,863,1,3,2,,0,0,0
94,864,865,1,16,2,,0,0,0
#
95,1036,0,1,0,4,,0,0,0
96,1037,0,1,19,4,,0,0,0
97,1039,0,1,1,4,,0,0,0
98,1038,0,1,18,4,,0,0,0
99,1040,0,1,2,4,,0,0,0
100,1041,0,1,17,4,,0,0,0
101,1028,1029,1,3,4,,0,0,0
102,1030,1031,1,16,4,,0,0,0
103,1032,1033,1,4,4,,0,0,0
104,1034,1035,1,15,4,,0,0,0
105,1024,1025,1,5,4,,0,0,0
106,1026,1027,1,14,4,,0,0,0
107,1008,1009,1,6,4,,0,0,0
108,1010,1011,1,13,4,,0,0,0
109,1012,1013,1,7,4,,0,0,0
110,1014,1015,1,12,4,,0,0,0
#
111,934,935,1,0,5,,0,0,0
112,936,937,1,19,5,,0,0,0
113,942,943,1,1,5,,0,0,0
114,944,945,1,18,5,,0,0,0
115,938,939,1,2,5,,0,0,0
116,940,941,1,17,5,,0,0,0
117,866,867,1,3,5,,0,0,30 # spout
118,868,869,1,15,5,,0,0,30 # spout
#
119,664,0,1,0,6,,0,0,0
120,665,0,1,18,6,,0,0,0
121,666,667,1,2,6,,0,0,0
122,668,669,1,16,6,,0,0,0
123,652,653,1,4,6,,0,0,10  # thin fixed living coral
124,654,655,1,14,6,,0,0,10  # thin fixed living coral
#
125,640,0,1,0,8,,0,0,0
126,641,0,1,19,8,,0,0,0
127,642,0,1,1,8,,0,0,0
128,643,0,1,17,8,,0,0,0
129,644,645,1,3,8,,0,0,0
130,646,647,1,16,8,,0,0,0
131,622,623,1,4,8,,0,0,10 # fixed living coral
132,624,625,1,14,8,,0,0,10 # fixed living coral
#
133,616,0,1,0,10,,0,0,0
134,617,0,1,19,10,,0,0,0
135,612,0,1,1,10,,0,0,0
136,613,0,1,18,10,,0,0,0
137,614,0,1,2,10,,0,0,0
138,615,0,1,17,10,,0,0,0
139,596,597,1,3,10,,0,0,0
140,598,599,1,16,10,,0,0,0
141,604,605,1,4,10,,0,0,0
142,606,607,1,15,10,,0,0,0
143,600,601,1,5,10,,0,0,0
144,602,603,1,14,10,,0,0,0
145,608,609,1,6,10,,0,0,0
146,610,611,1,13,10,,0,0,0
#
147,501,502,1,7,6,BLOOM (LEFT),0,3,50
148,503,504,1,12,6,BLOOM (RIGHT),0,3,50
149,634,635,1,6,8,MOBILE CORALS,2,3,100
150,670,671,1,12,8,LARGE CRABS,2,3,100
151,676,677,1,9,8,TINY CRABS,1,3,20
152,712,713,1,10,8,FISHES,1,4,20
153,720,721,1,11,8,LARVAS,4,8,20
154,543,544,1,7,10,AMMONITE BOSS,0,3,500
155,562,563,1,8,7,CONES,3,17,20
156,738,739,1,8,8,MEDUSAS,4,6,20
157,836,837,1,10,7,ROUNDS,1,8,20
158,946,947,1,11,7,SQUARES,5,14,20
159,974,975,1,9,6,THINGIES,1,5,20
# 160 TUBEWORM
# 161 TUBEWORM PART
# 162 AMONITE BOSS BULLET
# 163 SPOUT BULLET
# 164 GOLDEN BULLET (straight direction)
# 165 IRON BULLET (straight direction)
# 166 GOLDEN BULLET (angled direction)
# 167 IRON BULLET (angled direction)
# 168 SMALL EXPLOSION
# 169 LARGE EXPLOSION
#
#
#
