7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,1,2,3,4,5,6,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,1,2,6,8,7,8,8,7,8,8,7,8,1,2,3,4,5,6,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,0,0,0,8,7,8,8,7,8,8,7,8,7,8,7,10,9,10,9,8,7,8,7,8,8,7,8,7,8,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,0,0,0,7,8,7,7,8,7,7,8,7,7,8,7,9,11,12,10,0,0,7,8,7,7,8,7,8,7,8,7,8,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,10,13,14,9,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,9,10,9,10,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,1,2,6,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,1,2,6,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,1,2,3,4,5,6,1,2,3,4,5,6,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,1,2,6,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,8,7,8,8,7,7,8,7,8,8,7,8,8,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,1,2,3,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,7,8,7,7,8,8,7,8,7,8,11,12,7,8,7,8,1,0,0,0,0,1,2,3,4,5,6,1,2,6,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,7,8,7,8,7,13,14,8,7,8,7,8,1,2,3,6,8,7,8,8,7,8,8,7,8,0,0,0,8,7,8,8,7,8,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8,8,7,8,7,8,7,7,8,7,7,8,7,0,0,0,7,8,7,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,8,7,0,0,0,0,0,0,7,8,7,0,0,0,7,8,11,12,8,7,8,7,7,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,8,7,13,14,7,8,7,8,8,7,8,8,8,7,8,1,2,6,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,8,7,7,0,0,0,0,7,7,7,8,7,8,7,8,1,2,6,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,4,5,6,1,6,0,0,0,1,8,7,7,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,0,0,0,8,7,8,7,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,0,0,0,7,8,7,8,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,1,2,6,0,0,0,1,2,3,4,5,6,1,2,3,4,5,6,1,2,6,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,8,7,8,0,0,0,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,7,8,7,0,0,0,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,7,0,0,0,7,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,7,8,8,7,8,7,8,7,0,0,0,8,7,8,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,7,8,7,8,7,7,8,7,8,7,8,0,0,0,7,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,7,8,7,8,7,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,8,7,8,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,8,8,8,7,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,7,8,7,8,7,8,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,7,8,7,7,8,7,8,7,7,1,6,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,8,7,8,7,8,7,7,8,8,7,8,1,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,1,2,3,4,5,0,0,0,1,2,6,8,7,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,8,7,8,8,7,0,0,0,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,7,8,7,7,8,7,8,7,8,7,7,8,1,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,7,8,7,7,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,8,7,8,7,8,7,7,8,7,8,7,7,8,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,7,8,7,8,7,8,7,8,8,7,8,8,7,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,7,8,7,7,8,7,8,7,7,8,7,8,7,1,2,6,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,8,7,8,7,7,8,7,7,8,7,8,7,8,8,7,8,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,7,8,7,8,8,7,8,8,7,8,7,8,7,7,8,7,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,1,2,3,0,0,0,1,2,3,0,0,0,1,2,3,0,0,0,1,2,3,0,0,0,0,8,7,8,0,0,0,7,8,7,8,7,8,7,7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,8,7,8,0,0,0,8,7,8,0,0,0,8,7,8,0,0,0,8,7,8,0,0,0,0,7,8,7,0,0,0,7,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,7,8,7,0,0,0,7,8,7,0,0,0,7,8,7,0,0,0,7,8,7,0,0,0,0,7,8,7,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,1,2,3,4,6,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,7,8,7,0,0,0,0,0,0,0,1,6,8,7,8,8,0,0,0,8,7,8,7,8,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,8,7,8,0,0,0,0,0,1,6,7,7,7,8,7,7,0,0,0,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,7,8,0,0,0,7,8,7,0,0,0,1,6,7,7,8,8,7,0,0,0,0,0,0,0,7,8,7,8,7,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,0,0,0,7,8,7,0,0,0,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,7,8,7,8,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,8,7,0,0,0,8,7,8,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,7,8,7,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,7,8,8,7,8,6,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,0,7,8,7,1,2,3,4,5,6,0,0,0,1,2,3,4,6,8,7,7,8,7,7,8,7,8,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,8,7,8,8,7,8,0,0,0,8,7,8,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,8,7,7,8,7,0,0,0,7,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,8,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,8,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,7,8,8,8,7,7,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,8,7,7,8,7,0,0,0,0,0,0,1,2,3,4,5,6,1,2,3,4,5,6,1,6,8,7,8,7,8,7,7,7,8,7,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,0,0,0,0,0,0,0,0,0,0,8,7,8,8,7,8,8,8,7,8,8,8,7,8,7,8,7,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,8,7,7,7,8,7,7,7,8,7,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,0,0,0,0,0,0,0,0,1,6,8,7,8,7,8,7,8,7,8,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,7,8,7,8,7
7,8,7,8,7,8,7,8,7,8,0,0,0,0,0,0,1,6,7,8,7,8,7,8,7,8,7,8,7,8,7,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,7,8,7,8,7,8
8,7,8,7,8,7,8,7,8,7,1,2,3,4,5,6,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,4,5,6,7,8,7,8,7,8,7,8,7,8
7,8,7,8,7,8,7,8,7,8,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7
8,7,8,7,8,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8
7,8,7,8,7,8,7,8,7,8,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7
8,7,8,7,8,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8
7,8,7,8,7,8,7,8,7,8,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7
8,7,8,7,8,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8
