 8 14 1991 23 25 28 30 32 49 18
 8 17 1991 13 15 18 21 38 44 39
 8 21 1991  9 15 17 31 33 34 10
 8 24 1991  4  8  9 41 45 47 19
 8 28 1991 23 27 33 46 47 49 35
 8 31 1991  1  3  6 22 25 39 48
 9  4 1991  1  5  6 15 20 22 13
 9  7 1991  1  5 18 34 35 37 27
 9 11 1991  2  9 19 24 32 41  8
 9 14 1991  5 12 21 32 46 47 14
 9 18 1991  4  5 27 38 43 45 12
 9 21 1991  1  2  7  9 21 42 27
 9 25 1991 10 17 23 29 30 43 19
 9 28 1991  1  3 24 27 43 45 15
10  2 1991 31 36 40 43 48 49 33
10  5 1991  1 18 36 40 44 47  9
10  9 1991  5  8 17 32 43 44 39
10 12 1991 17 34 39 41 43 47 21
10 16 1991  4  8 10 13 29 43 12
10 19 1991 12 25 36 37 40 42 19
10 23 1991 13 21 27 46 47 48 15
10 26 1991  7 24 32 33 34 35 17
10 30 1991  2  3 18 30 34 40 13
11  2 1991  6 15 35 42 47 48  9
11  6 1991  5 17 25 26 41 42 30
11  9 1991  7 13 17 19 23 39 18
11 13 1991  7  9 17 21 39 49 23
11 16 1991  4  6 20 26 31 33 11
11 20 1991  7 11 13 36 43 44 23
11 23 1991 15 38 43 45 48 49  4
11 30 1991 14 15 24 36 45 46 27
12  4 1991  6 12 23 30 34 43  7
12  7 1991  5  6 33 41 44 49  9
12 11 1991 19 21 32 35 38 47 29
12 14 1991 17 18 20 29 31 43  2
12 18 1991 17 19 28 35 36 42 39
12 21 1991 19 21 22 23 37 45  1
12 25 1991  2 11 25 34 46 49 47
12 28 1991 22 32 35 39 44 46 48
 1  1 1992  4  7 16 21 47 48  5
 1  4 1992 11 14 38 43 44 46 19
 1  8 1992  7 16 20 28 32 41 24
 1 11 1992  7  8 23 26 46 48 47
 1 15 1992  1 11 20 23 28 32  4
 1 18 1992  8 17 25 26 45 46 42
 1 22 1992 12 30 40 46 47 49 22
 1 25 1992  6 12 18 19 31 47 49
 1 29 1992  1  3  7  8 35 44 16
 2  1 1992 26 30 32 34 40 47 28
 2  5 1992  2  8 12 15 39 49 48
 2  8 1992  5 16 17 18 31 38 19
 2 12 1992  3 16 18 21 25 48 30
 2 15 1992  9 15 22 38 41 45 33
 2 19 1992  7  9 10 17 38 44 32
 2 22 1992  1 12 20 25 29 43 37
 2 26 1992 16 18 27 28 29 31  4
 2 29 1992 14 15 26 34 35 42  6
 3  4 1992  9 12 21 22 35 44 41
 3  7 1992  7 18 21 26 34 36 46
 3 11 1992  1  7 28 31 40 44 46
 3 14 1992  2 14 16 25 30 33 11
 3 18 1992  2 12 24 26 38 42 13
 3 21 1992  4 12 13 14 27 28 10
 3 25 1992 12 22 29 32 33 36 27
 3 28 1992  4  6 15 38 41 48  5
 4  1 1992  2  5 24 25 31 35 33
 4  4 1992 16 18 26 27 29 34  8
 4  8 1992 29 34 35 39 40 43 30
 4 11 1992  6  7  8 10 26 38  9
 4 15 1992  7 12 19 22 32 48 13
 4 18 1992  2 26 31 33 38 40 28
 4 22 1992  5  9 22 33 34 48 35
 4 25 1992  1 24 26 28 29 32 39
 4 29 1992  7 15 28 29 33 41 13
 5  2 1992  4  5  6 13 22 40 36
 5  6 1992 14 17 21 25 27 39 32
 5  9 1992 14 21 25 28 36 37 39
 5 13 1992 19 20 25 27 31 38 10
 5 16 1992  1  2 15 26 39 49 25
 5 20 1992 21 23 31 34 38 44  8
 5 23 1992  2 16 18 25 27 45 28
 5 27 1992 11 30 32 34 42 44 36
 5 30 1992  2 12 19 21 35 49 44
 6  3 1992  9 32 34 36 43 49 24
 6  6 1992  9 15 16 33 35 41 38
 6 10 1992  3 19 29 31 34 42 14
 6 13 1992 20 21 32 39 42 43 47
 6 17 1992  9 12 17 25 30 35  4
 6 20 1992  9 11 32 34 35 48 42
 6 27 1992 19 29 30 31 32 36 12
 7  1 1992 13 23 29 39 46 47  3
 7  4 1992  7  8 24 39 40 46 20
 7  8 1992  1  2  3  4 13 48 20
 7 11 1992 13 15 18 23 26 46 39
 7 15 1992  5 21 30 33 36 41 18
 7 18 1992  8 13 23 31 39 41  7
 7 22 1992 16 20 22 31 40 43 42
 7 25 1992  3  8 12 19 42 44 33
 7 29 1992  5  6  7 14 16 46 37
 8  1 1992  6  7 21 28 38 39 42
 8  5 1992  1  2 12 20 21 47 42
 8  8 1992 15 27 30 31 34 43 12
 8 12 1992  3  4 20 22 33 46 19
 8 15 1992 16 21 25 26 38 47 24
 8 19 1992  9 10 21 28 30 41  1
 8 22 1992  6 14 23 29 44 48 13
 8 26 1992  4 13 26 35 41 46  6
 8 29 1992  3  9 18 32 41 47 30
 9  2 1992  1 15 32 35 38 49 14
 9  5 1992 11 14 16 17 29 41 35
 9  9 1992  5 10 31 35 37 41 20
 9 12 1992  1  3 14 17 38 40 20
 9 16 1992  1  4 30 40 42 48 49
 9 19 1992  4 12 31 41 43 49 24
 9 23 1992 19 21 34 36 47 49 42
 9 26 1992 16 17 20 21 29 35 41
 9 30 1992 14 35 40 43 46 47 11
10  3 1992 11 15 16 22 27 34 12
10  7 1992  8 17 25 26 38 42 14
10 10 1992  8 12 22 39 40 44 17
10 14 1992  3 12 35 42 43 45 13
10 17 1992  2 13 15 24 33 35 39
10 21 1992  7 18 26 35 38 48 49
10 24 1992 11 22 25 33 42 49 28
10 28 1992  3 11 13 15 20 39 32
10 31 1992 22 28 29 30 36 47 16
11  4 1992 12 14 19 26 40 42  3
11  7 1992  8  9 14 38 42 49 41
11 11 1992 12 19 28 31 41 47 16
11 14 1992  2  6  7  8 30 37 47
11 18 1992  3  7 11 29 45 48  8
11 21 1992  5  6  7 12 35 39 29
11 25 1992 18 28 29 30 46 49  7
11 28 1992 10 19 20 35 38 43 48
12  2 1992  2 16 22 24 27 45 42
12  5 1992  3 21 23 41 43 46  1
12  9 1992  1  5 10 16 44 45 23
12 12 1992 15 18 29 30 37 47 44
12 16 1992  2 11 32 33 48 49  3
12 19 1992  8  9 13 27 28 38  7
12 23 1992  7 14 32 36 39 44 43
12 26 1992 11 13 16 17 19 20 37
12 30 1992 11 23 30 31 34 46 17
 1  2 1993  7 15 19 28 29 30 43
 1  6 1992  3 16 20 22 37 39 31
 1  9 1993  6 14 18 21 34 35 22
 1 13 1993  3 11 16 23 24 26 25
 1 16 1993 16 31 38 39 41 42 30
 1 20 1993 11 12 18 20 36 43 44
 1 23 1993 12 21 25 34 45 48 39
 1 27 1993  7 15 31 41 46 47 17
 1 30 1993  1  6 13 14 19 34  8
 2  3 1993  1 24 28 34 44 47 43
 2  6 1993 19 29 33 34 39 41 26
 2 10 1993 13 19 29 31 32 48 47
 2 13 1993 12 16 17 20 34 39 43
 2 17 1993  4 12 16 22 32 40 35
 2 20 1993 12 14 32 40 43 49 38
 2 24 1993  4  5  8 10 32 39 28
 2 27 1993  1  8 16 18 19 38 26
 3  3 1993 22 24 28 33 38 46 31
 3  6 1993  1  2 14 25 29 46 28
 3 10 1993  3  6  9 39 46 47  1
 3 13 1993  1  7 18 19 27 41  9
 3 17 1993  5 12 15 26 36 46 23
 3 20 1993  6 11 13 21 27 41 35
 3 24 1993  9 15 25 27 28 41 46
 3 27 1993  7 14 26 28 30 42 13
 3 31 1993  6 20 24 29 32 42 17
 4  3 1993  1  2  8 12 41 45 15
 4  7 1993  8 28 30 37 41 43 14
 4 10 1993 32 36 43 44 45 47 10
 4 14 1993 11 18 20 25 35 39 19
 4 17 1993 12 21 23 31 33 45 18
 4 21 1993  4  6 17 31 34 49  2
 4 24 1993  8 20 30 38 41 43 16
 5  1 1993  4 18 39 40 42 43 17
 5  5 1993  3 13 16 18 19 46 39
 5  8 1993  1  3  8 27 39 48 11
 5 12 1993  9 20 24 38 44 48 37
 5 15 1993  3  6 22 31 35 43  7
 5 19 1993  3 25 29 37 44 45 43
 5 22 1993 10 12 22 27 31 32 29
 5 26 1993  5  6  9 39 43 47 32
 5 29 1993 12 17 33 34 40 48 36
 6  2 1993  1  3 19 32 37 47 23
 6  5 1993 17 23 32 33 40 47 27
 6  9 1993 18 27 28 34 38 45 19
 6 12 1993  1  3 13 21 32 45 37
 6 16 1993  3  8 12 20 26 39 24
 6 19 1993  5 17 31 34 36 38 11
 6 23 1993  5 24 38 40 44 48 10
 6 26 1993 16 17 23 35 39 45 18
 6 30 1993 12 18 27 29 31 43 20
 7  3 1993  8 10 32 36 37 44  9
 7  7 1993 23 27 31 39 41 42  7
 7 10 1993 13 30 37 39 42 44  1
 7 14 1993 16 24 25 27 29 40 19
 7 17 1993  2  4 14 32 39 43  6
 7 21 1993  1  6 16 38 41 48 27
 7 24 1993 15 23 27 21 41 42 45
 7 28 1993  2  4  8  9 22 34 48
 7 31 1993  4 14 20 21 29 36  3
 8  4 1993  5 18 19 26 30 40 46
 8  7 1993  4  9 17 31 33 38 34
 8 11 1993  2  6 15 26 36 40 28
 8 14 1993  9 16 26 30 32 36 29
 8 18 1993 20 22 37 42 43 46 24
 8 21 1993 17 18 20 39 40 41 42
 8 25 1993 16 19 20 25 35 42 30
 8 28 1993 12 19 21 28 30 39 46
 9  1 1993  2 18 31 33 43 47 13
 9  4 1993  1 21 23 25 29 44 45
 9  8 1993  4 21 23 29 33 40 41
 9 11 1993  3  7 12 16 30 31 44
 9 15 1993  4  9 12 27 28 48 15
 9 18 1993  4  5 21 24 36 38  8
 9 22 1993 11 12 27 29 31 38 18
 9 25 1993 10 26 27 35 41 46 11
 9 29 1993 11 19 20 36 38 47 35
10  2 1993  7 18 25 34 39 47 16
10  6 1993 23 26 29 41 42 46 18
10  9 1993  2  8 10 12 23 44 40
10 13 1993  4 23 24 34 41 48 47
10 16 1993  4  7 20 32 45 48 23
10 20 1993 11 17 22 30 40 41 37
10 23 1993  3 22 31 32 33 39  5
10 27 1993  2  7  8 15 21 40 25
10 30 1993  5 13 22 23 28 38  7
11  3 1993 13 15 23 26 32 33 28
11  6 1993  7  8 13 16 17 36 41
11 10 1993  6 27 33 41 47 48  7
11 13 1993  5  6 12 13 34 45 22
11 17 1993  8 28 30 33 37 46 24
11 20 1993 12 15 25 34 37 49 42
11 24 1993  1 19 22 23 24 34 47
11 27 1993 11 14 16 19 44 46  2
12  1 1993  1  4 15 27 32 45 38
12  4 1993 25 29 30 32 33 42 31
12  8 1993  7  9 19 28 34 45 12
12 11 1993  9 15 32 37 42 46 41
12 15 1993 11 25 28 29 33 43 20
12 18 1993  5 22 25 27 30 44 14
12 22 1993  4  9 17 26 32 37 22
12 25 1993  1  7 13 24 40 46 45
12 29 1993  2  6 15 29 31 37 47
 1  1 1994  5 11 25 29 38 39 23
 1  5 1994  2 12 19 21 24 43 26
 1  8 1994  1  4 22 23 34 35 37
 1 12 1994 10 24 26 30 40 47  6
 1 15 1994  1 15 27 30 46 49 19
 1 19 1994  4 14 17 20 21 33  1
 1 22 1994  4 13 30 37 41 46  6
 1 26 1994 13 14 27 31 38 40 12
 1 29 1994  5  8 37 42 47 48 49
 2  2 1994  9 10 30 31 37 44  4
 2  5 1994  1  2 13 17 31 41 22
 2  9 1994 17 19 20 21 35 41 42
 2 12 1994  2 12 27 36 39 41  1
 2 16 1994  7 22 25 39 45 48 37
 2 19 1994 10 14 21 36 37 38 47
 2 23 1994  5  7 11 31 35 46 30
 2 26 1994  1 11 26 28 30 31 10
 3  2 1994  5 10 14 35 43 47 26
 3  5 1994  2 10 25 38 41 42  7
 3  9 1994 10 13 14 34 36 42 40
 3 12 1994  1 15 24 36 37 43 13
 3 16 1994 22 24 37 38 46 49 35
 3 19 1994 12 13 15 37 38 42 23
 3 23 1994  5  8 32 33 47 49 46
 3 26 1994 11 13 20 29 34 49 30
 3 30 1994 13 15 23 28 46 49 21
 4  2 1994  8 31 33 34 45 46 32
 4  6 1994  5 17 20 27 28 31 47
 4  9 1994  4  9 30 31 45 49 32
 4 13 1994  9 16 22 27 38 48 35
 4 16 1994  9 10 18 21 25 47 45
 4 20 1994 10 20 26 35 42 43 48
 4 23 1994  8 12 18 24 30 44 22
 4 27 1994 11 24 40 42 44 45 49
 4 30 1994  4 11 17 28 30 32 23
 5  4 1994  9 11 22 27 37 42 43
 5  7 1994  2  5  7  9 21 24 22
 5 11 1994  2  3 17 38 40 42  1
 5 14 1994  8 22 29 42 46 48 39
 5 18 1994  1  4  8 30 31 33 21
 5 21 1994  4 10 25 33 36 46 30
 5 25 1994  5 22 27 35 38 47 37
 5 28 1994 11 16 35 37 46 49 34
 6  1 1994 12 13 16 29 44 45 40
 6  4 1994  4 13 14 15 16 39 20
 5  7 1994  2  5  7  9 21 24 22
 5 11 1994  2  3 17 38 40 42  1
 5 14 1994  8 22 29 42 46 48 39
 5 18 1994  1  4  8 30 31 33 21
 5 21 1994  4 10 25 33 36 46 30
 5 25 1994  5 22 27 35 38 47 37
 5 28 1994 11 16 35 37 46 49 34
 6  1 1994 12 13 16 29 44 45 40
 6  4 1994 13 17 33 39 42 46 29
 6  8 1994 18 21 24 31 35 39 14
 6 11 1994 10 13 31 32 39 46 18
 6 15 1994  2 20 22 23 24 31 38
 6 18 1994  2  3 31 36 46 48  7
 6 22 1994  8 10 31 34 40 41 49
 6 25 1994  9 14 21 26 27 35 38
 6 29 1994 10 13 14 34 39 48 23
 7  2 1994 12 24 28 34 35 42 14
 7  6 1994 30 34 37 38 40 49 16
 7  9 1994 17 30 33 42 45 48 43
 7 13 1994  6  8 12 44 46 47 36
 7 16 1994 21 27 28 32 38 42 22
 7 20 1994 10 17 19 31 35 48 13
 7 23 1994  4 11 16 26 28 38 47
 7 27 1994  3  8 12 26 29 42 13
 7 30 1994 10 21 22 35 42 45 26
 8  3 1994 13 16 18 27 28 41 32
 8  6 1994  3  8 11 12 21 48 43
 8 10 1994  1 12 14 34 39 48  3
 8 13 1994  8  9 16 18 22 37 33
 8 17 1994 18 21 23 24 28 41 19
 8 20 1994 14 18 26 31 34 40  5
 8 24 1994  7  9 19 25 42 44 11
 8 27 1994  1  7 14 18 26 33 10
 8 31 1994  1 14 19 34 42 49 32
 9  3 1994  1  2 34 35 45 47 49
 9  7 1994  2  3 13 27 30 49  7
 9 10 1994  3  7  8 21 27 37 40
 9 14 1994 15 20 36 37 48 49 21
 9 17 1994  4 20 31 35 43 46 36
 9 21 1994 23 24 25 29 34 48 20
 9 24 1994  8 11 14 18 25 43 37
 9 28 1994  1 19 24 26 31 32 10
10  1 1994  7 12 13 19 20 27  2
10  5 1994 10 15 17 20 22 37 25
10  8 1994  9 19 31 32 38 40  8
10 12 1994  6  7  9 17 19 44 47
10 15 1994 10 11 32 36 45 46 43
10 19 1994  4  9 18 22 34 42  2
10 22 1994  6  9 14 29 38 46  5
10 26 1994 18 19 20 23 30 42 28
10 29 1994 11 13 18 33 39 41 31
11  2 1994 19 25 26 41 44 45 20
11  5 1994  6  7 16 22 37 38 11
11  9 1994  6 19 20 31 43 48 33
11 12 1994 21 28 35 40 45 47 19
11 16 1994 23 29 33 34 38 42 43
11 19 1994  6 14 23 27 38 40 21
11 23 1994  5  7  9 10 13 49 28
11 26 1994  9 13 14 31 45 46 33
11 30 1994 12 32 41 42 46 49 39
12  3 1994  2 14 31 36 44 49 25
12  7 1994  7 15 31 36 38 39 48
12 10 1994  9 15 27 33 36 39 35
12 14 1994  8 12 30 33 34 44 31
12 17 1994 11 23 30 39 40 41 16
12 21 1994 16 17 26 30 40 43 22
12 24 1994  1 10 18 19 27 42 44
12 28 1994 10 21 22 27 28 43 17
12 31 1994 10 21 22 27 28 43 17
 1  4 1995 21 22 24 31 33 34 41
 1  7 1995  5  7 11 30 43 49 15
 1 11 1995  3  5 10 28 41 47 42
 1 14 1995 15 25 30 33 45 46  1
 1 18 1995  3  8 15 18 26 34 25
 1 21 1995  6  9 13 23 26 41 37
 1 25 1995  7  8 31 35 37 41 42
 1 28 1995  2  7  8 20 28 34 46
 2  1 1995 10 32 35 37 39 47 17
 2  4 1995  2 22 25 26 32 46 17
 2  8 1995 16 18 21 22 27 47  5
 2 11 1995  6 17 23 28 35 47 45
 2 15 1995  6 15 28 38 43 47 14
 2 18 1995  6 19 27 33 43 47 41
 2 22 1995 15 16 19 30 35 39 17
 2 25 1995  6  9 13 31 35 47 16
 3  1 1995  1 19 20 36 46 49 24
 3  4 1995  6 10 12 39 41 49 35
 3  8 1995  9 13 24 28 30 44 42
 3 11 1995 10 31 32 35 38 46 45
 3 15 1995  1  8 22 34 38 43 20
 3 18 1995  5  8 24 32 47 48  1
 3 22 1995  3  9 16 19 32 47 12
 3 25 1995 17 18 34 41 43 48 47
 3 29 1995  2  4  6 26 27 44 31
 4  1 1995 18 20 21 30 34 46 25
 4  5 1995  6 15 23 24 34 42  4
 4  8 1995 10 17 19 20 30 38  1
 4 12 1995 16 17 19 32 35 42 33
 4 15 1995  2  6  8 17 25 40 23
 4 19 1995  3  4 11 12 28 31  8
 4 22 1995  5 19 30 33 36 39 23
 4 29 1995  1  3  8 11 22 30  5
 5  3 1995  5 16 17 32 45 48 10
 5  6 1995  3  7 13 17 32 48 14
 5 10 1995 12 15 19 25 26 32 10
 5 13 1995  1  9 23 34 37 43  6
 5 17 1995  1  3  7 27 34 41 21
 5 20 1995  5 12 24 29 38 41 47
 5 24 1995  2  5  9 14 44 46 42
 5 27 1995 18 19 29 31 35 43 10
 5 31 1995 17 25 27 30 32 36 49
 6  3 1995 19 33 34 35 40 41 12
 6  7 1995 13 14 28 33 34 48  9
 6 10 1995  6 10 23 40 46 49 36
 6 14 1995  9 14 26 32 33 48 47
 6 17 1995  5  6 14 32 44 45 21
 6 21 1995  1  4  5  9 27 42 13
 6 24 1995  4 13 15 19 30 46 43
 6 28 1995  3 30 31 33 34 41  1
 7  1 1995  7  9 20 26 32 38 25
 7  5 1995  5 17 24 25 28 49 30
 7  8 1995  7 18 20 27 42 48  3
 7 12 1995 13 32 35 38 40 44 47
 7 15 1995  5 11 17 25 34 49 23
 7 19 1995  6 11 17 26 27 47  1
 7 22 1995  9 12 27 30 36 37 13
 7 26 1995 16 18 29 31 41 47 28
 7 29 1995  8 13 16 37 39 46 34
 8  2 1995  2 11 23 33 43 46 16
 8  5 1995 13 21 27 30 38 43 39
 8  9 1995  3  7 17 21 32 46 35
 8 12 1995 16 18 20 30 32 42 11
 8 16 1995 19 20 28 30 31 43 35
 8 19 1995  7 24 36 40 46 48 27
 8 23 1995  4  7 13 20 27 30 37
 8 26 1995  1 16 23 32 35 45 10
 8 30 1995 20 21 27 36 37 47  3
 9  2 1995  4 12 28 31 45 46  6
 9  6 1995  7 18 21 23 32 46 38
 9  9 1995  2  6 12 18 38 42 28
 9 13 1995  2  3 13 16 22 48 49
 9 16 1995  7 10 30 36 38 49 25
 9 20 1995  8 13 17 18 27 32 20
 9 23 1995  3  5 21 32 43 46  4
 9 27 1995 12 17 19 22 42 48  4
 9 30 1995 12 13 18 19 36 48 23
10  4 1995 19 29 37 41 45 48 39
10  7 1995 12 17 23 32 44 49 42
10 11 1995  1  9 18 33 36 48 29
10 14 1995  9 17 29 38 39 42  4
10 18 1995  3  4  8 15 30 31 28
10 21 1995  4 25 33 35 40 45 26
10 25 1995  3  5 12 38 41 44 18
10 28 1995  8 19 27 34 36 45  3
11  1 1995  2 20 22 30 33 43 42
11  4 1995 20 30 40 41 43 44 32
11  8 1995  2  6 18 28 32 44 20
11 11 1995  6  9 21 31 40 42 30
11 15 1995 12 26 27 34 41 43 10
11 18 1995 16 21 22 26 35 49 13
11 22 1995  5 12 34 35 37 49 14
11 25 1995  3  5  8  9 37 38 29
11 29 1995 14 22 26 38 42 43 36
12  2 1995  9 19 21 23 31 49 22
12  6 1995  5 12 22 26 29 31 40
12  9 1995  8 14 15 21 48 49 34
12 13 1995  7 15 20 23 40 49 16
12 16 1995  4  7 21 36 39 40  8
12 20 1995  4 11 12 14 27 30  8
12 23 1995  4  6  8 22 23 25 12
12 27 1995  8 18 26 30 39 49  3
12 30 1995  7 15 23 27 30 49 32
 1  3 1996  1 10 16 24 39 48 30
 1  6 1996  2  5  9 18 34 41 27
 1 10 1996  1 12 27 28 41 44 25
 1 13 1996  3  5 11 19 29 40  8
 1 17 1996  1  9 27 33 37 41 26
 1 20 1996  6 19 28 35 38 42 45
 1 24 1996  1  3  5 16 20 26 31
 1 27 1996  8 13 26 28 34 37 19
 1 31 1996  4  9 13 22 24 30 31
 2  3 1996 17 31 36 38 45 49 11
 2  7 1996 28 32 34 41 45 48 23
 2 10 1996 13 24 27 31 46 48  9
 2 14 1996  9 13 20 30 34 36 12
 2 17 1996  4  7 15 34 37 41 46
 2 21 1996  8 34 38 43 46 47  5
 2 24 1996  8 13 24 28 32 41 18
 2 28 1996  1  3  7 25 33 34 22
 3  2 1996  2  3 24 25 43 45 18
 3  6 1996  2  9 17 25 30 40 49
 3  9 1996  4  7 10 13 39 46 49
 3 13 1996  3  8 13 21 32 49 28
 3 16 1996 12 17 19 23 24 40 14
 3 20 1996  3  6 10 15 42 47 25
 3 23 1996  9 15 26 40 43 48 41
 3 27 1996 20 21 30 39 41 47 17
 3 30 1996  4 22 25 44 46 48  3
 4  3 1996 23 30 35 44 46 48 20
 4  3 1996 23 30 35 44 46 48 20
 4  6 1996  5  7 21 34 38 45 10
 4 10 1996 11 16 18 27 42 43 36
 4 13 1996  3 15 21 30 34 47 37
 4 17 1996  1 15 20 34 36 39 45
 4 20 1996  1 16 17 30 44 49 37
 4 24 1996 11 12 13 14 39 47 24
 4 27 1996 10 23 38 42 44 49 19
 5  1 1996 30 32 39 40 42 44 29
 5  4 1996 27 38 39 43 44 49 34
 5  8 1996  4 20 23 26 32 46  3
 5 11 1996 13 18 21 31 38 44  3
 5 15 1996 12 14 16 41 45 48 47
 5 18 1996 16 39 40 44 48 49 29
 5 22 1996  1 12 18 23 47 49 24
 5 25 1996 11 12 20 21 39 49 26
 5 29 1996  3  9 29 31 44 49 26
 6  1 1996  2  3  9 16 27 43 21
 6  5 1996 19 20 38 39 44 45  1
 6  8 1996  5 15 40 41 45 49 27
 6 12 1996  1 14 20 25 27 31 21
 6 15 1996  7 20 23 27 38 41  5
 6 19 1996 23 32 34 37 42 43 24
 6 22 1996  3 28 36 37 43 47 20
 6 26 1996  8 15 23 39 40 45 25
 6 29 1996  8  9 14 27 40 49  5
 7  3 1996 16 18 19 23 32 33 29
 7  6 1996  7 13 21 22 33 38 30
 7 10 1996 11 20 21 26 39 43  1
 7 13 1996  1  2 10 24 29 39 30
 7 17 1996  1  8 10 15 40 41 16
 7 20 1996  3  5  8 37 38 46 24
 7 24 1996  8 12 19 25 27 40 44
 7 27 1996 21 26 27 34 40 48 39
 7 31 1996  4 13 21 23 37 38  1
 8  3 1996  5 12 31 33 39 49 22
 8  7 1996  2 21 25 30 35 41  1
 8 10 1996  4 14 15 19 23 38 49
 8 14 1996  2  8 12 24 34 39  4
 8 17 1996  1 19 24 33 44 45 48
 8 21 1996 18 25 26 31 34 42 36
 8 24 1996 12 28 32 43 47 48 16
 8 28 1996  7 13 24 39 41 49 16
 8 31 1996  1  5  8 14 38 45 25
 9  4 1996  1 14 17 24 41 42 34
 9  7 1996 11 14 15 21 30 32 37
 9 11 1996 12 14 20 21 39 43 48
 9 14 1996  1 15 27 29 35 47 39
 9 18 1996 13 26 30 38 43 46  6
 9 21 1996  2  3 13 17 23 42 31
 9 25 1996  7 21 32 33 38 42 10
 9 28 1996 20 30 32 39 41 42 26
10  2 1996  7 18 21 29 36 37 27
10  5 1996  5 22 30 31 37 38 23
10  9 1996 15 16 19 27 31 39  1
