 9 18 2015  13 16 17 21 35 40 46 18
 9 25 2015   1  7 15 18 21 30 45 22
10  2 2015  10 12 24 26 34 43 47 38
10  9 2015   8 11 14 23 26 42 47  1
10 16 2015   9 14 19 21 31 32 40 16
10 23 2015   2  7 12 28 29 38 48 27
10 30 2015   2 11 19 38 43 45 49  9
11  6 2015   1 10 12 20 29 35 47  4
11 13 2015   7 11 19 38 40 41 42 49
11 20 2015  12 21 28 34 36 45 48 26
11 27 2015   4  8  9 20 23 45 46 31
12  4 2015   8 15 24 25 27 36 43 32
12 11 2015   7 12 28 34 45 46 48 49
12 18 2015   6 20 28 29 30 31 46 45
12 25 2015   5  8  9 12 22 39 45 38
 1  1 2016   6 10 13 14 25 41 46  8
 1  8 2016  13 15 21 24 25 36 48 10
 1 15 2016   7 26 27 31 32 33 42 45
 1 22 2016  20 21 22 34 42 43 45  1
 1 29 2016   5 11 14 17 28 41 47 46
 2  5 2016   6  7  8  9 17 23 30 18
 2 12 2016  19 20 26 31 34 39 48 18
 2 19 2016   2 11 20 22 33 40 43  4
 2 26 2016   6  9 22 23 36 38 47 12
 3  4 2016   4 14 24 41 42 44 48 26
 3 11 2016   9 17 27 30 31 34 42 21
 3 18 2016   6  8 15 24 26 39 44 40
 3 25 2016   1  6 15 32 42 45 46 44
 4  1 2016   5  6 27 28 31 41 45 12
 4  8 2016   9 12 13 14 28 39 41 38
 4 15 2016   1  9 17 19 25 27 38 44
 4 22 2016  13 16 20 35 37 43 49  6
 4 29 2016  11 21 22 24 26 36 43 10
 5  6 2016   1  8 10 24 26 37 45 47
 5 13 2016   3  6  8 17 21 28 34  2
 5 20 2016  16 17 19 22 31 47 49  1
 5 27 2016   1 14 16 20 26 32 34 18
 6  3 2016  12 21 28 37 40 43 47 11
 6 10 2016   5 11 15 26 27 33 39 46
 6 17 2016   1 16 20 29 33 44 46 15
 6 24 2016   2 17 22 24 26 42 48  6
 7  1 2016  10 12 14 28 36 39 45 26
 7  8 2016   1  8 16 25 30 42 48 28
 7 15 2016  19 30 31 36 40 44 49  6
 7 22 2016   9 26 28 32 37 40 45 46
 7 29 2016  11 15 25 26 39 47 49 30
 8  5 2016   4  6 10 20 40 46 47 39
 8 12 2016   5  7 15 18 19 27 28 25
 8 19 2016  19 22 25 32 37 45 47 40
 8 26 2016   3 10 17 19 26 27 42 46
 9  2 2016   1 12 15 22 25 45 48 16
 9  9 2016   4 10 11 27 29 32 41 42
 9 16 2016   7 12 14 15 27 34 44  6
 9 23 2016   3 13 24 36 39 44 45 19
 9 30 2016   4 12 17 21 32 38 42 46
10  7 2016   8  9 12 24 29 36 37 17
10 14 2016  14 18 22 25 36 39 44 34
10 21 2016  33 34 36 42 44 45 47 14
10 28 2016   3  5 19 29 33 34 44 41
11  4 2016   4 23 29 36 39 44 46 24
11 11 2016   8 14 18 20 24 39 46 23
11 18 2016   7 10 21 24 38 40 49  3
11 25 2016   2 11 20 22 31 35 47 39
12  2 2016   5  8 20 21 29 40 47  7
12  9 2016  11 17 24 26 34 35 39 16
12 16 2016   2  9 27 32 38 39 43 45
12 23 2016   1  5 11 26 28 30 41 49
12 30 2016   5 10 14 19 31 33 47 27
 1  6 2017  10 13 18 19 38 47 48 42
 1 13 2017   2  8 24 30 31 38 40 42
 1 20 2017   4 10 21 28 29 37 45 20
 1 27 2017   1  3  8 22 29 38 47 11
 2  3 2017   8 19 24 28 34 42 48 17
 2 10 2017  11 16 19 22 24 38 41 48
 2 17 2017   5  9 14 24 33 37 46 38
 2 24 2017   1 17 19 23 28 29 47 10
 3  3 2017   3  7 20 25 29 31 44 27
 3 10 2017   1 11 15 20 36 41 47 33
 3 17 2017   2  5  6  7  8 33 45 15
 3 24 2017  16 19 21 32 37 39 45 26
 3 31 2017   1  2 12 15 22 25 41 34
 4  7 2017   8 12 14 34 37 44 48 45
 4 14 2017  23 25 29 30 42 44 45 20
 4 21 2017   3  4 13 16 35 47 49 37
 4 28 2017  10 14 22 36 38 44 45 11
 5  5 2017  11 14 20 22 26 35 43 33
 5 12 2017  11 25 26 28 38 44 45 20
 5 19 2017   8 11 18 25 34 35 38 44
 5 26 2017  14 16 18 21 38 44 49 15
 6  2 2017  11 12 25 28 33 41 43 36
 6  9 2017   7 11 20 21 22 37 47 38
 6 16 2017   1  5 20 33 34 41 42 15
 6 23 2017   2  3  6 22 24 42 46 27
 6 30 2017   7 24 26 36 37 43 44  3
 7  7 2017   4  8 13 16 26 33 38 10
 7 14 2017   2  4 11 17 26 41 42 44
 7 21 2017   2 11 12 25 33 39 44  8
 7 28 2017   9 12 16 24 33 45 47 14
 8  4 2017   1  4 11 17 27 36 37 47
 8 11 2017  13 14 19 26 27 36 37 18
 8 18 2017   2  9 13 16 25 26 45 19
 8 25 2017  18 19 23 34 39 43 46  1
 9  1 2017   1  7 18 28 31 39 48 35
 9  8 2017   1  2 15 16 22 29 41 27
 9 15 2017  15 20 24 30 39 44 46 22
 9 22 2017   2 10 37 38 39 43 47 28
 9 29 2017   1  6 14 23 38 40 47 25
10  6 2017  10 17 25 27 29 34 38 48
10 13 2017   8 14 16 17 18 34 41 43
10 20 2017   1  4 12 27 35 38 46  8
10 27 2017   1 14 15 16 24 39 49  5
11  3 2017  16 17 18 20 40 42 43 15
11 10 2017   5 12 18 26 29 31 37 40
11 17 2017   3 15 22 23 33 47 49  6
11 24 2017   5 11 20 22 35 38 46 45
12  1 2017  26 28 33 38 42 43 47 16
12  8 2017   1 17 31 33 39 46 49 42
12 15 2017   8 14 17 27 28 30 48 37
12 22 2017  13 16 19 21 24 26 30 36
12 29 2017  22 23 26 35 37 39 47 14
 1  5 2018   1  3 13 15 28 36 49 14
 1 12 2018   1  8 16 19 26 34 41 10
 1 19 2018   9 18 25 30 39 40 43  5
 1 26 2018   7  8 13 19 23 32 40  9
 2  2 2018   3  8  9 24 28 31 44 32
 2  9 2018   6 19 24 25 36 37 39 17
 2 16 2018   5 14 22 23 35 40 49 43
 2 23 2018  13 17 24 32 33 44 45 48
 3  2 2018   7 25 26 28 32 36 37  2
 3  9 2018  13 18 20 26 32 35 47 12
 3 16 2018  13 24 29 31 35 36 42 37
 3 23 2018   7 12 15 23 35 43 49 19
 3 30 2018   1 12 18 19 21 24 41 15
 4  6 2018   7 18 29 30 41 45 46 40
 4 13 2018   1  8  9 22 29 30 32 17
 4 20 2018   6 14 16 22 30 42 45 35
 4 27 2018   8  9 11 17 37 39 41 19
 5  4 2018   1 11 15 16 20 29 39 32
 5 11 2018  11 22 28 33 39 43 47 23
 5 18 2018   4 13 23 30 31 37 43 32
 5 25 2018   7 10 13 19 24 31 41  1
 6  1 2018   2 11 17 18 22 25 39  3
 6  8 2018  12 25 27 29 34 44 45  7
 6 15 2018  18 23 28 37 44 45 47  9
 6 22 2018   3 10 16 28 31 38 47 20
 6 29 2018   3  5 17 23 28 43 46 29
 7  6 2018   1 11 20 32 41 42 44 47
 7 13 2018   1  4  5 22 25 32 34 27
 7 20 2018   6  8 12 19 20 25 49 18
 7 27 2018   8 11 14 17 26 30 36 48
 8  3 2018   9 11 23 33 35 36 42  6
 8 10 2018   2  9 18 33 36 40 49 38
 8 17 2018  12 17 22 27 28 29 35 43
 8 24 2018   3  5  7 11 13 20 29 30
 8 31 2018   2  4 18 19 20 39 44 11
 9  7 2018   3 12 21 34 37 38 41 22
 9 14 2018   1  3  5 10 16 27 43 14
 9 21 2018   3  9 15 16 19 45 48 42
 9 28 2018  25 28 31 36 42 44 49 37
10  5 2018   8  9 12 20 22 27 30 28
10 12 2018  18 31 38 45 46 47 48 16
10 19 2018  10 15 16 17 19 27 38  9
10 26 2018   2  3  4  8  9 20 30 45
11  2 2018   9 10 16 23 24 39 49  7
11  9 2018   2 12 31 34 39 48 49  1
11 16 2018  11 17 24 34 41 42 48 21
11 23 2018   1  7 13 14 22 42 48 47
